,pos,nega,neu
5779,17,12,9
5780,18,8,11
5781,21,9,6
5782,15,10,9
5783,12,7,4
5784,27,14,12
5785,17,14,9
5786,31,21,13
5787,21,21,12
5788,7,5,4
5789,7,4,3
5790,16,6,5
5791,13,11,8
5792,12,10,9
5793,13,11,8
5794,23,13,8
5795,23,9,5
5796,21,12,14
5797,8,3,1
5798,20,16,14
5799,15,9,8
5800,13,10,6
5801,18,13,8
5802,27,20,21
5803,16,12,10
5804,22,17,13
5805,5,1,1
5806,10,4,2
5807,10,6,4
5808,17,10,12
5809,15,10,6
5810,23,13,9
5811,11,6,4
5812,19,11,8
5813,19,9,7
5814,19,11,7
5815,25,18,17
5816,20,11,10
5817,8,3,0
5818,12,12,8
5819,9,7,4
5820,13,11,9
5821,6,3,2
5822,17,9,3
5823,10,3,4
5824,11,7,3
5825,14,6,4
5826,9,6,5
5827,10,4,2
5828,7,5,3
5829,14,11,4
5830,9,4,4
5831,14,11,8
5832,33,19,15
5833,12,4,1
5834,28,14,8
5835,7,2,3
5836,33,17,12
5837,13,5,1
5838,5,0,0
5839,4,4,2
5840,5,2,1
5841,8,7,5
5842,24,19,13
5843,24,15,13
5844,17,11,10
5845,18,11,6
5846,14,11,7
5847,8,6,5
5848,23,13,10
5849,14,6,4
5850,8,5,3
5851,22,14,9
5852,12,8,8
5853,8,6,4
5854,12,8,5
5855,10,3,1
5856,14,6,4
5857,17,8,6
5858,23,13,15
5859,34,21,13
5860,32,24,18
5861,35,16,11
5862,17,13,11
5863,11,9,9
5864,11,7,6
5865,13,12,7
5866,17,8,8
5867,3,1,3
5868,15,12,8
5869,33,22,17
5870,39,21,18
5871,12,10,6
5872,19,10,7
5873,16,12,10
5874,37,25,18
5875,21,14,15
5876,33,15,9
5877,23,12,13
5878,12,13,3
5879,22,16,10
5880,16,17,8
5881,19,9,5
5882,15,10,4
5883,3,3,0
5884,9,3,3
5885,11,14,7
5886,10,5,4
5887,8,3,1
5888,23,25,15
5889,22,5,3
5890,13,6,4
5891,12,13,8
5892,22,11,10
5893,10,6,7
5894,64,34,27
5895,20,15,11
5896,31,18,13
5897,44,30,19
5898,28,18,15
5899,31,17,10
5900,8,3,1
5901,38,26,17
5902,16,8,7
5903,40,30,18
5904,9,5,2
5905,11,7,6
5906,19,15,10
5907,17,9,7
5908,11,7,2
5909,13,3,2
5910,17,12,6
5911,13,10,7
5912,16,11,5
5913,17,7,3
5914,10,5,5
5915,25,8,9
5916,19,7,2
5917,29,13,13
5918,14,6,2
5919,29,22,17
5920,8,7,5
5921,10,5,4
5922,11,8,4
5923,16,10,5
5924,6,2,1
5925,29,16,17
5926,24,19,14
5927,16,7,5
5928,19,12,8
5929,35,20,8
5930,21,12,6
5931,20,10,8
5932,8,2,1
5933,13,8,7
5934,36,20,13
5935,25,15,7
5936,10,6,6
5937,16,7,4
5938,13,7,6
5939,6,2,3
5940,12,6,6
5941,49,21,13
5942,9,4,1
5943,16,11,10
5944,26,19,14
5945,43,28,18
5946,19,10,7
5947,24,17,10
5948,11,8,5
5949,21,12,11
5950,14,9,4
5951,12,7,6
5952,20,14,7
5953,25,11,9
5954,27,18,13
5955,15,9,4
5956,7,7,6
5957,9,7,4
5958,27,18,11
5959,15,10,7
5960,44,23,13
5961,48,29,18
5962,18,12,7
5963,7,7,3
5964,13,5,5
5965,17,9,9
5966,10,3,1
5967,5,5,1
5968,23,12,13
5969,28,21,17
5970,23,15,10
5971,31,21,13
5972,32,22,18
5973,10,6,5
5974,21,16,15
5975,14,12,7
5976,12,6,3
5977,23,17,10
5978,7,5,5
5979,8,2,2
5980,13,11,6
5981,4,2,1
5982,44,27,20
5983,15,10,15
5984,3,2,1
5985,33,25,16
5986,26,14,13
5987,15,5,5
5988,21,13,12
5989,7,4,4
5990,27,14,9
5991,12,5,6
5992,13,7,9
5993,11,8,5
5994,20,13,10
5995,14,9,8
5996,5,3,1
5997,9,6,5
5998,25,12,10
5999,37,28,28
6000,10,11,4
6001,14,10,7
6002,11,7,7
6003,20,6,8
6004,10,7,3
6005,11,9,11
6006,12,2,2
6007,4,1,0
6008,28,15,11
6009,28,16,8
6010,62,25,19
6011,18,10,8
6012,20,13,7
6013,7,4,2
6014,14,12,8
6015,4,2,2
6016,20,7,6
6017,18,11,5
6018,14,13,7
6019,18,13,10
6020,14,11,4
6021,11,9,3
6022,12,9,13
6023,24,17,13
6024,13,7,5
6025,9,5,4
6026,13,7,5
6027,24,18,12
6028,30,21,11
6029,8,5,6
6030,19,14,7
6031,16,6,7
6032,15,11,13
6033,27,10,6
6034,16,7,4
6035,18,11,8
6036,8,5,2
6037,45,31,18
6038,8,8,4
6039,14,8,7
6040,12,6,6
6041,4,0,1
6042,16,10,9
6043,3,0,0
6044,19,13,7
6045,12,7,3
6046,14,9,5
6047,11,9,4
6048,21,14,9
6049,15,5,5
6050,23,12,12
6051,16,13,10
6052,16,12,11
6053,14,6,4
6054,32,21,19
6055,13,8,14
6056,22,10,14
6057,26,23,23
6058,14,10,9
6059,15,6,4
6060,13,4,3
6061,5,3,3
6062,13,9,9
6063,17,12,4
6064,15,7,8
6065,21,12,12
6066,6,4,0
6067,17,14,12
6068,11,5,5
6069,19,10,6
6070,14,9,9
6071,20,14,15
6072,6,4,3
6073,8,2,3
6074,18,12,11
6075,12,8,4
6076,6,2,2
6077,11,8,5
6078,14,3,4
6079,7,1,1
6080,20,8,4
6081,9,4,3
6082,48,24,17
6083,10,4,0
6084,39,26,23
6085,7,4,7
6086,20,11,6
6087,17,4,3
6088,25,14,6
6089,10,9,6
6090,17,5,5
6091,21,14,11
6092,11,8,6
6093,19,12,7
6094,33,25,16
6095,11,6,7
6096,22,12,11
6097,16,12,8
6098,14,14,6
6099,10,9,7
6100,6,4,1
6101,14,17,6
6102,10,8,2
6103,18,6,7
6104,25,12,10
6105,25,9,8
6106,11,8,7
6107,9,8,6
6108,31,16,12
6109,20,7,5
6110,10,6,4
6111,10,4,4
6112,43,20,15
6113,11,5,4
6114,19,13,6
6115,20,16,7
6116,4,2,1
6117,16,9,7
6118,11,7,6
6119,7,6,4
6120,6,3,2
6121,15,10,6
6122,19,11,11
6123,10,6,3
6124,10,6,4
6125,14,10,9
6126,14,3,1
6127,15,11,5
6128,17,14,13
6129,23,14,7
6130,11,7,5
6131,19,17,13
6132,8,8,4
6133,16,9,8
6134,15,10,11
6135,23,15,8
6136,14,10,4
6137,7,6,6
6138,15,10,8
6139,33,23,14
6140,11,6,6
6141,7,3,3
6142,8,3,3
6143,7,5,4
6144,21,16,10
6145,15,12,8
6146,5,2,2
6147,20,21,10
6148,12,3,1
6149,10,5,4
6150,8,1,1
6151,11,6,4
6152,38,22,21
6153,17,8,5
6154,24,11,8
6155,12,7,6
6156,29,18,16
6157,33,23,19
6158,12,5,3
6159,12,6,5
6160,25,17,15
6161,3,2,1
6162,6,3,2
6163,14,7,5
6164,6,4,2
6165,15,8,8
6166,22,13,12
6167,21,14,11
6168,14,12,6
6169,29,11,11
6170,23,18,12
6171,6,3,1
6172,29,12,8
6173,12,8,7
6174,27,16,13
6175,16,9,4
6176,22,18,7
6177,39,20,9
6178,4,2,1
6179,7,4,3
6180,13,6,3
6181,10,7,6
6182,13,13,2
6183,14,5,4
6184,21,14,7
6185,31,26,14
6186,15,8,6
6187,25,15,10
6188,21,12,13
6189,15,9,9
6190,21,17,10
6191,11,7,3
6192,22,11,11
6193,11,9,8
6194,17,9,6
6195,6,4,4
6196,10,4,3
6197,16,5,3
6198,15,8,5
6199,20,9,6
6200,11,5,4
6201,12,7,4
6202,27,19,15
6203,8,7,6
6204,4,2,1
6205,22,10,8
6206,19,18,9
6207,4,1,1
6208,14,6,3
6209,31,18,16
6210,9,5,1
6211,8,6,9
6212,29,17,11
6213,7,5,1
6214,12,8,4
6215,21,15,13
6216,29,23,19
6217,15,15,7
6218,30,14,9
6219,11,9,6
6220,24,15,13
6221,41,22,21
6222,18,6,5
6223,33,22,9
6224,9,7,10
6225,11,8,4
6226,9,5,6
6227,27,29,16
6228,24,16,15
6229,14,8,4
6230,8,4,1
6231,11,7,4
6232,4,1,1
6233,3,4,0
6234,12,9,6
6235,9,7,3
6236,13,5,1
6237,11,8,6
6238,13,9,3
6239,14,7,8
6240,23,14,14
6241,12,5,1
6242,7,5,4
6243,20,22,10
6244,37,23,21
6245,24,11,6
6246,15,9,5
6247,9,3,0
6248,13,14,3
6249,47,22,20
6250,10,7,6
6251,9,5,4
6252,9,7,3
6253,21,15,10
6254,18,13,12
6255,8,8,5
6256,19,13,7
6257,18,11,10
6258,12,6,5
6259,10,7,5
6260,13,9,13
6261,11,4,3
6262,14,9,10
6263,7,5,9
6264,9,3,3
6265,17,11,11
6266,13,9,6
6267,10,7,4
6268,18,8,6
6269,33,20,18
6270,8,3,3
6271,7,2,2
6272,16,5,4
6273,12,5,4
6274,19,8,6
6275,23,15,10
6276,23,17,9
6277,10,7,7
6278,13,9,9
6279,18,12,8
6280,22,7,8
6281,37,24,18
6282,11,9,5
6283,28,20,13
6284,25,11,10
6285,11,8,5
6286,14,9,7
6287,23,12,13
6288,15,9,4
6289,12,4,3
6290,14,15,7
6291,14,6,6
6292,12,4,2
6293,16,8,4
6294,9,5,6
6295,31,23,14
6296,22,13,4
6297,9,5,4
6298,26,17,15
6299,27,16,12
6300,57,29,26
6301,15,11,11
6302,33,17,17
6303,20,12,10
6304,21,17,12
6305,10,6,4
6306,14,3,4
6307,7,7,4
6308,23,16,15
6309,22,16,11
6310,16,15,8
6311,17,8,6
6312,19,16,10
6313,13,11,10
6314,13,8,6
6315,32,22,13
6316,26,7,5
6317,21,16,13
6318,11,6,5
6319,18,9,6
6320,14,6,6
6321,12,2,2
6322,55,30,25
6323,7,2,0
6324,18,12,9
6325,17,9,7
6326,16,14,9
6327,13,7,5
6328,8,5,5
6329,22,8,6
6330,24,12,11
6331,25,18,13
6332,8,4,2
6333,6,3,1
6334,26,11,11
6335,18,9,6
6336,13,9,5
6337,8,6,3
6338,9,7,5
6339,6,5,3
6340,41,28,23
6341,25,13,9
6342,11,8,8
6343,11,4,3
6344,15,11,8
6345,16,9,6
6346,32,35,13
6347,14,12,10
6348,10,3,2
6349,32,18,12
6350,22,14,15
6351,11,7,5
6352,27,15,15
6353,19,14,3
6354,16,8,4
6355,17,5,4
6356,13,9,6
6357,16,8,7
6358,14,6,4
6359,19,14,12
6360,15,7,6
6361,19,9,8
6362,28,14,9
6363,14,9,4
6364,11,4,1
6365,11,5,3
6366,72,49,38
6367,15,9,11
6368,18,8,5
6369,11,7,7
6370,12,8,4
6371,19,15,10
6372,13,7,8
6373,16,8,4
6374,11,5,3
6375,23,10,6
6376,22,11,5
6377,18,13,11
6378,17,14,6
6379,19,16,10
6380,10,5,2
6381,7,5,4
6382,19,14,12
6383,4,2,3
6384,7,6,5
6385,13,7,5
6386,36,27,18
6387,28,20,19
6388,21,11,7
6389,7,5,6
6390,12,3,8
6391,22,13,10
6392,31,13,16
6393,17,6,4
6394,19,13,11
6395,16,13,4
6396,11,9,8
6397,12,7,5
6398,12,5,5
6399,14,7,7
6400,17,13,8
6401,7,5,5
6402,20,6,7
6403,20,11,10
6404,4,1,1
6405,9,7,4
6406,11,8,5
6407,18,14,15
6408,24,7,9
6409,10,5,4
6410,49,32,27
6411,23,14,10
6412,12,7,5
6413,13,8,9
6414,13,5,5
6415,24,16,10
6416,12,3,3
6417,12,8,8
6418,13,10,8
6419,9,5,2
6420,7,4,3
6421,23,14,6
6422,15,9,7
6423,13,9,6
6424,13,7,10
6425,4,2,1
6426,22,16,12
6427,11,10,6
6428,13,10,8
6429,10,5,6
6430,39,29,16
6431,12,8,7
6432,9,6,5
6433,3,2,0
6434,17,8,7
6435,6,3,1
6436,20,13,13
6437,12,10,4
6438,12,5,3
6439,13,9,9
6440,20,17,16
6441,11,3,3
6442,14,8,5
6443,16,8,8
6444,9,6,3
6445,16,7,2
6446,34,18,14
6447,27,17,10
6448,20,11,9
6449,9,4,3
6450,8,5,5
6451,25,12,9
6452,24,19,13
6453,21,16,9
6454,9,5,4
6455,41,23,21
6456,14,9,7
6457,17,18,3
6458,19,9,7
6459,10,10,2
6460,21,13,11
6461,16,5,0
6462,13,8,6
6463,31,22,17
6464,11,4,4
6465,15,8,5
6466,17,12,6
6467,8,3,3
6468,10,7,5
6469,20,13,14
6470,14,8,7
6471,24,10,9
6472,12,4,3
6473,15,9,5
6474,22,9,7
6475,3,1,0
6476,7,5,2
6477,14,10,7
6478,13,7,4
6479,8,2,2
6480,15,10,5
6481,8,5,3
6482,16,11,6
6483,15,10,4
6484,35,21,6
6485,31,24,15
6486,21,14,11
6487,12,6,6
6488,19,12,7
6489,17,11,9
6490,9,4,2
6491,13,8,6
6492,9,8,7
6493,27,12,9
6494,29,13,11
6495,28,21,10
6496,18,11,7
6497,28,16,10
6498,11,5,3
6499,11,4,1
6500,36,25,14
6501,7,7,6
6502,13,7,5
6503,16,14,11
6504,8,5,3
6505,3,5,2
6506,9,3,5
6507,19,9,8
6508,31,25,16
6509,25,15,14
6510,69,41,40
6511,24,14,14
6512,13,10,7
6513,33,21,15
6514,9,5,3
6515,16,8,7
6516,13,6,4
6517,12,7,2
6518,19,12,6
6519,18,12,9
6520,24,15,9
6521,16,10,11
6522,57,29,13
6523,26,13,13
6524,22,9,12
6525,21,13,8
6526,5,5,2
6527,28,21,16
6528,11,10,6
6529,16,9,7
6530,5,1,1
6531,5,3,3
6532,58,34,23
6533,6,3,3
6534,14,9,6
6535,14,7,4
6536,17,13,11
6537,28,16,13
6538,12,5,7
6539,11,11,11
6540,20,16,11
6541,11,10,6
6542,3,1,1
6543,14,9,8
6544,26,13,9
6545,15,12,4
6546,9,4,4
6547,9,9,2
6548,11,2,4
6549,13,10,6
6550,27,22,13
6551,27,16,10
6552,6,3,3
6553,42,31,29
6554,19,13,10
6555,33,21,16
6556,8,4,5
6557,24,15,5
6558,25,15,14
6559,25,10,8
6560,32,19,15
6561,16,8,5
6562,8,4,3
6563,9,6,4
6564,17,8,7
6565,5,2,4
6566,11,6,5
6567,8,4,3
6568,19,13,7
6569,12,8,6
6570,16,8,2
6571,8,4,3
6572,14,8,6
6573,11,6,4
6574,20,12,10
6575,48,36,19
6576,20,12,4
6577,24,18,13
6578,13,4,4
6579,9,7,6
6580,22,15,8
6581,20,12,8
6582,19,16,8
6583,7,4,5
6584,19,12,4
6585,23,15,9
6586,9,5,3
6587,13,13,5
6588,11,5,3
6589,8,6,4
6590,13,11,5
6591,14,7,8
6592,10,7,3
6593,44,33,27
6594,10,7,4
6595,14,12,6
6596,27,17,8
6597,24,20,14
6598,20,8,6
6599,15,7,6
6600,14,8,6
6601,19,14,9
6602,9,4,3
6603,29,30,14
6604,23,18,7
6605,12,11,7
6606,12,7,4
6607,13,11,8
6608,23,6,3
6609,17,12,6
6610,13,11,4
6611,18,12,7
6612,12,4,5
6613,14,8,7
6614,26,17,13
6615,28,15,12
6616,6,3,1
6617,7,5,3
6618,15,7,6
6619,19,10,8
6620,18,12,4
6621,12,7,6
6622,14,12,7
6623,13,11,5
6624,12,4,3
6625,14,11,8
6626,16,14,9
6627,57,44,24
6628,23,15,12
6629,13,7,5
6630,15,13,11
6631,20,11,13
6632,21,11,7
6633,17,14,11
6634,15,13,11
6635,19,14,11
6636,15,6,6
6637,18,10,9
6638,12,8,6
6639,11,5,2
6640,19,14,8
6641,6,2,3
6642,21,8,9
6643,33,13,5
6644,38,26,25
6645,7,4,2
6646,12,8,5
6647,10,11,0
6648,21,5,9
6649,6,3,4
6650,31,14,10
6651,15,11,9
6652,29,22,9
6653,11,5,6
6654,8,4,0
6655,5,1,2
6656,6,2,0
6657,23,17,13
6658,12,6,6
6659,25,12,7
6660,13,10,13
6661,14,11,7
6662,10,7,4
6663,24,13,12
6664,46,25,20
6665,21,13,8
6666,41,30,20
6667,16,13,5
6668,18,9,5
6669,16,12,12
6670,11,7,3
6671,26,19,10
6672,14,14,5
6673,9,6,5
6674,36,26,19
6675,8,2,1
6676,14,10,8
6677,9,7,6
6678,37,21,19
6679,31,22,12
6680,7,5,3
6681,13,9,7
6682,26,17,10
6683,7,4,2
6684,13,7,7
6685,23,15,12
6686,24,11,9
6687,24,15,12
6688,13,2,3
6689,27,17,19
6690,19,14,13
6691,16,10,8
6692,36,20,17
6693,19,17,14
6694,22,12,9
6695,18,13,7
6696,34,18,15
6697,80,57,24
6698,13,7,8
6699,15,8,5
6700,5,2,0
6701,13,7,7
6702,14,11,6
6703,10,9,8
6704,6,5,3
6705,13,6,5
6706,17,11,7
6707,9,6,5
6708,8,2,2
6709,22,11,13
6710,23,16,5
6711,16,11,5
6712,6,1,0
6713,32,23,21
6714,16,10,5
6715,6,5,4
6716,17,19,4
6717,17,9,7
6718,29,17,13
6719,5,3,0
6720,12,10,9
6721,20,12,9
6722,13,13,8
6723,9,7,5
6724,17,11,4
6725,47,31,23
6726,31,19,10
6727,16,11,8
6728,19,8,5
6729,9,7,6
6730,13,11,7
6731,21,13,10
6732,16,17,4
6733,26,21,21
6734,16,8,7
6735,19,10,7
6736,27,15,7
6737,11,4,4
6738,60,46,23
6739,5,2,1
6740,20,14,8
6741,16,14,10
6742,15,11,10
6743,22,15,10
6744,5,2,2
6745,15,9,6
6746,9,7,8
6747,9,6,3
6748,15,10,7
6749,11,8,3
6750,9,5,2
6751,57,32,22
6752,18,15,10
6753,9,6,2
6754,30,13,20
6755,18,12,8
6756,5,3,3
6757,19,15,12
6758,29,19,15
6759,15,10,11
6760,12,8,9
6761,35,22,21
6762,26,13,7
6763,6,5,2
6764,5,1,1
6765,56,42,36
6766,9,5,5
6767,7,1,0
6768,12,6,6
6769,40,31,21
6770,18,13,10
6771,5,5,5
6772,7,5,1
6773,40,22,18
6774,8,5,4
6775,23,14,8
6776,19,19,5
6777,52,33,25
6778,22,8,6
6779,10,7,6
6780,27,10,7
6781,6,4,4
6782,44,35,30
6783,21,12,12
6784,6,5,4
6785,12,10,3
6786,8,5,4
6787,29,24,17
6788,8,7,3
6789,36,28,36
6790,13,4,3
6791,41,19,8
6792,19,9,6
6793,8,6,9
6794,15,6,5
6795,21,13,11
6796,8,5,6
6797,9,12,6
6798,20,14,5
6799,7,6,3
6800,24,10,6
6801,18,14,7
6802,12,2,1
6803,22,18,21
6804,10,4,0
6805,3,2,3
6806,27,11,10
6807,11,4,3
6808,17,13,10
6809,43,48,24
6810,32,12,11
6811,11,10,6
6812,18,13,11
6813,14,6,5
6814,14,9,7
6815,10,5,2
6816,22,17,8
6817,52,31,22
6818,26,19,14
6819,6,2,1
6820,14,8,5
6821,10,7,3
6822,13,6,5
6823,7,3,3
6824,19,7,6
6825,13,8,5
6826,39,17,13
6827,9,2,1
6828,14,6,5
6829,12,7,6
6830,27,14,11
6831,26,17,10
6832,19,15,9
6833,23,11,9
6834,21,11,7
6835,8,5,2
6836,9,4,1
6837,54,32,30
6838,6,4,4
6839,21,11,11
6840,20,10,5
6841,14,4,3
6842,29,21,17
6843,16,2,6
6844,11,8,9
6845,16,11,4
6846,20,10,5
6847,5,2,4
6848,15,10,7
6849,20,8,3
6850,6,6,4
6851,10,7,1
6852,20,10,10
6853,13,6,4
6854,10,5,4
6855,13,7,7
6856,11,8,4
6857,28,17,18
6858,37,13,12
6859,12,4,3
6860,11,4,0
6861,28,14,7
6862,11,3,3
6863,16,8,10
6864,35,18,13
6865,47,28,17
6866,11,6,5
6867,18,13,6
6868,29,15,12
6869,17,9,10
6870,17,14,9
6871,18,14,10
6872,18,6,2
6873,12,6,2
6874,20,14,8
6875,7,4,1
6876,17,11,7
6877,8,4,4
6878,17,12,7
6879,7,8,1
6880,2,0,0
6881,7,7,4
6882,6,3,2
6883,18,10,5
6884,16,9,8
6885,14,9,5
6886,10,6,6
6887,10,5,4
6888,10,6,3
6889,27,18,11
6890,12,8,6
6891,13,8,6
6892,73,39,36
6893,19,15,12
6894,17,13,6
6895,17,12,6
6896,16,12,7
6897,26,12,10
6898,29,19,15
6899,9,6,5
6900,25,18,13
6901,31,28,18
6902,22,16,10
6903,28,16,8
6904,25,19,12
6905,18,9,11
6906,12,4,2
6907,42,23,22
6908,23,17,11
6909,30,20,16
6910,23,15,15
6911,20,14,7
6912,5,2,2
6913,29,20,15
6914,11,3,3
6915,8,8,2
6916,20,11,10
6917,18,13,7
6918,18,9,5
6919,9,2,3
6920,9,8,8
6921,21,13,9
6922,11,9,2
6923,41,28,19
6924,9,5,1
6925,8,4,4
6926,8,6,3
6927,43,35,18
6928,11,6,5
6929,20,11,8
6930,13,5,2
6931,17,9,3
6932,14,10,6
6933,18,6,5
6934,24,16,11
6935,8,3,2
6936,18,9,4
6937,14,5,3
6938,11,6,4
6939,21,14,3
6940,10,11,4
6941,18,14,11
6942,30,20,16
6943,19,17,11
6944,5,3,2
6945,9,6,2
6946,13,12,10
6947,54,31,25
6948,14,8,5
6949,12,11,7
6950,43,29,15
6951,24,16,10
6952,20,10,7
6953,28,21,14
6954,13,8,6
6955,22,15,10
6956,20,14,11
6957,18,12,10
6958,7,5,8
6959,31,24,19
6960,6,1,1
6961,18,9,6
6962,6,4,4
6963,14,4,5
6964,18,11,10
6965,28,20,14
6966,6,4,2
6967,10,12,2
6968,20,13,9
6969,12,9,7
6970,21,13,11
6971,19,8,9
6972,13,10,7
6973,8,5,4
6974,33,22,13
6975,11,5,1
6976,20,11,10
6977,3,2,2
6978,34,19,13
6979,4,4,2
6980,29,19,17
6981,9,5,4
6982,22,17,9
6983,26,19,14
6984,33,15,10
6985,17,9,9
6986,19,13,7
6987,14,5,4
6988,26,16,9
6989,5,5,2
6990,23,14,10
6991,21,14,12
6992,17,10,7
6993,8,4,3
6994,11,7,5
6995,33,24,23
6996,15,10,6
6997,25,13,12
6998,20,10,5
6999,17,15,16
7000,50,36,27
7001,24,17,17
7002,15,9,7
7003,19,10,5
7004,11,8,5
7005,14,8,6
7006,31,14,12
7007,22,14,10
7008,13,6,2
7009,17,12,7
7010,11,3,4
7011,24,11,8
7012,10,8,10
7013,14,7,7
7014,20,11,12
7015,29,19,17
7016,20,16,15
7017,8,4,3
7018,10,8,4
7019,6,5,4
7020,34,15,11
7021,9,5,4
7022,16,13,11
7023,21,8,5
7024,22,14,13
7025,30,18,17
7026,20,12,7
7027,20,8,6
7028,10,1,2
7029,9,5,5
7030,7,8,5
7031,39,25,14
7032,44,28,20
7033,14,7,4
7034,23,15,8
7035,5,2,1
7036,24,14,9
7037,6,6,3
7038,34,29,16
7039,12,9,6
7040,9,6,3
7041,19,7,4
7042,20,12,6
7043,23,23,9
7044,21,14,9
7045,12,8,3
7046,19,12,10
7047,8,4,1
7048,35,23,21
7049,18,16,11
7050,21,16,14
7051,21,13,11
7052,8,1,1
7053,22,18,16
7054,8,4,3
7055,13,8,7
7056,31,20,12
7057,25,18,15
7058,24,21,13
7059,10,6,5
7060,12,9,8
7061,13,8,12
7062,5,4,3
7063,27,17,13
7064,16,5,2
7065,14,16,5
7066,36,13,13
7067,17,14,12
7068,15,6,4
7069,3,1,0
7070,9,4,2
7071,18,11,9
7072,18,9,4
7073,10,7,4
7074,10,10,4
7075,10,2,0
7076,20,9,3
7077,22,10,8
7078,8,7,3
7079,20,12,8
7080,13,10,9
7081,18,18,9
7082,19,14,9
7083,12,9,8
7084,11,9,8
7085,8,8,2
7086,9,4,2
7087,23,9,5
7088,17,14,11
7089,12,6,2
7090,34,22,17
7091,6,1,2
7092,19,11,6
7093,14,7,5
7094,23,9,9
7095,23,17,14
7096,8,5,5
7097,47,29,20
7098,4,2,2
7099,11,7,5
7100,5,1,0
7101,16,14,8
7102,17,10,8
7103,8,5,4
7104,9,6,5
7105,24,15,8
7106,11,5,2
7107,19,11,11
7108,12,9,7
7109,8,6,6
7110,8,4,1
7111,34,27,23
7112,42,21,14
7113,11,7,5
7114,16,11,8
7115,7,1,1
7116,26,11,9
7117,9,5,3
7118,36,26,18
7119,13,6,7
7120,31,21,17
7121,12,9,7
7122,9,3,3
7123,22,12,9
7124,18,13,15
7125,25,12,9
7126,15,12,12
7127,8,6,3
7128,14,10,5
7129,31,17,16
7130,12,9,8
7131,34,25,16
7132,3,1,1
7133,23,15,11
7134,7,5,1
7135,12,5,5
7136,21,16,13
7137,9,7,4
7138,20,14,11
7139,19,11,8
7140,23,19,16
7141,17,12,7
7142,7,7,3
7143,22,20,15
7144,13,6,4
7145,26,10,6
7146,28,18,17
7147,12,7,7
7148,16,8,4
7149,34,24,21
7150,75,39,19
7151,15,16,11
7152,11,6,1
7153,28,22,14
7154,19,10,6
7155,37,16,11
7156,9,6,2
7157,8,5,4
7158,37,14,10
7159,16,11,7
7160,9,9,4
7161,13,9,7
7162,22,16,12
7163,19,11,10
7164,16,9,6
7165,7,4,1
7166,15,7,5
7167,6,4,3
7168,17,8,6
7169,20,10,8
7170,22,17,7
7171,13,10,6
7172,40,23,15
7173,8,10,3
7174,14,11,6
7175,23,18,18
7176,10,8,6
7177,13,12,7
7178,14,9,6
7179,2,0,0
7180,9,4,5
7181,12,8,7
7182,14,11,7
7183,18,7,3
7184,10,5,3
7185,28,16,19
7186,20,9,7
7187,15,11,8
7188,11,6,2
7189,5,4,4
7190,12,9,7
7191,13,11,8
7192,22,20,13
7193,6,4,2
7194,3,3,2
7195,10,6,4
7196,22,12,5
7197,5,2,1
7198,19,14,8
7199,9,7,5
7200,11,5,4
7201,6,0,0
7202,18,8,6
7203,23,13,8
7204,16,8,7
7205,28,21,10
7206,18,10,7
7207,33,22,18
7208,29,13,6
7209,36,25,16
7210,15,9,5
7211,16,12,10
7212,23,16,11
7213,12,5,5
7214,21,13,9
7215,10,6,6
7216,20,10,9
7217,15,13,9
7218,21,16,14
7219,12,7,5
7220,23,18,16
7221,8,7,6
7222,8,2,0
7223,46,26,15
7224,9,4,5
7225,10,6,1
7226,5,3,4
7227,30,23,19
7228,16,8,6
7229,8,5,4
7230,15,12,10
7231,29,18,14
7232,12,5,6
7233,18,6,5
7234,20,13,12
7235,11,9,5
7236,28,19,16
7237,5,4,3
7238,26,17,14
7239,11,4,2
7240,14,9,5
7241,14,9,9
7242,17,10,6
7243,19,8,4
7244,18,9,5
7245,10,6,3
7246,14,8,6
7247,12,14,8
7248,9,6,3
7249,13,5,1
7250,13,9,13
7251,15,12,9
7252,35,20,9
7253,6,4,1
7254,26,14,15
7255,21,12,8
7256,14,11,9
7257,2,1,1
7258,16,10,10
7259,3,2,1
7260,17,10,10
7261,26,14,9
7262,3,1,2
7263,21,9,7
7264,6,5,5
7265,23,24,10
7266,7,6,5
7267,12,7,3
7268,8,6,5
7269,15,7,9
7270,11,8,7
7271,21,17,11
7272,35,20,12
7273,30,17,12
7274,21,15,14
7275,33,18,17
7276,17,12,4
7277,87,60,49
7278,14,10,8
7279,39,22,23
7280,5,3,2
7281,20,10,4
7282,12,9,7
7283,15,10,4
7284,9,7,5
7285,37,29,17
7286,25,17,10
7287,30,14,12
7288,47,33,29
7289,4,2,2
7290,19,6,5
7291,14,7,4
7292,11,6,6
7293,43,20,18
7294,10,7,4
7295,6,1,1
7296,5,3,3
7297,36,19,18
7298,12,3,3
7299,14,6,9
7300,13,10,7
7301,19,12,8
7302,14,4,2
7303,15,7,4
7304,17,7,4
7305,42,28,27
7306,19,10,8
7307,19,12,10
7308,14,7,6
7309,25,12,6
7310,9,3,3
7311,16,13,11
7312,14,8,6
7313,7,3,2
7314,4,2,3
7315,8,4,3
7316,15,12,8
7317,20,7,9
7318,9,10,5
7319,6,2,1
7320,28,18,14
7321,13,8,6
7322,53,21,10
7323,14,13,9
7324,11,6,4
7325,5,3,1
7326,10,9,2
7327,19,14,11
7328,14,8,5
7329,20,15,10
7330,45,33,23
7331,11,6,4
7332,7,5,5
